orderid,orderdate,customer,product,units,billingaddress,remarks
1423,2/20/2019,509,625,20,Trivandrum,Awful Items
1424,8/23/2019,223,597,86,Mumbai,Pathetic Items Received
1425,11/3/2018,983,727,46,Mumbai,Dont ever dream of buying this item
1426,2/28/2019,27,650,43,Hyderabad,Dont ever dream of buying this item
1427,4/26/2019,621,848,17,New Delhi,Strongly Recommend to Everyone to Buy this Product
1428,4/30/2019,892,711,89,Trivandrum,Awful Items
1429,4/26/2019,528,651,90,Mumbai,Dont ever dream of buying this item
1430,8/19/2019,703,3,74,Chennai,Awful Items
1431,7/11/2019,772,222,53,New Delhi,Dont ever dream of buying this item
1432,6/11/2019,669,358,49,New Delhi,Pathetic Items Received
1433,9/15/2018,296,782,45,Mumbai,Awful Items
1434,2/23/2019,39,525,47,New Delhi,Awful Items
1435,6/30/2019,167,336,36,Kolkata,Appreciated
1436,11/12/2018,591,996,45,Bangalore,Dont ever dream of buying this item
1437,8/2/2019,901,303,34,Mumbai,Dont ever dream of buying this item
1438,2/12/2019,609,849,78,Trivandrum,Awful Items
1439,2/18/2019,641,469,89,Hyderabad,Appreciated
1440,3/6/2019,931,127,73,Hyderabad,Awful Items
1441,1/20/2019,146,537,52,Mumbai,Wonderful Product
1442,11/17/2018,374,129,14,New Delhi,Pathetic Items Received
1443,6/4/2019,719,804,44,Mumbai,Awful Items
1444,2/14/2019,252,538,81,Kolkata,Awful Items
1445,9/29/2018,405,223,37,Mumbai,Awful Items
1446,10/5/2018,543,317,93,Chennai,Dont ever dream of buying this item
1447,1/1/2019,449,60,18,Chennai,Wonderful Product
1448,1/24/2019,310,938,76,Chennai,Dont ever dream of buying this item
1449,3/27/2019,537,327,42,Trivandrum,Appreciated
1450,1/31/2019,912,902,16,Bangalore,Dont ever dream of buying this item
1451,9/22/2018,780,900,83,Bangalore,Appreciated
1452,5/19/2019,963,271,55,Hyderabad,Dont ever dream of buying this item
1453,1/27/2019,902,570,52,Hyderabad,Wonderful Product
1454,9/26/2018,31,329,44,Mumbai,Appreciated
1455,2/19/2019,448,304,61,Bangalore,Pathetic Items Received
1456,12/12/2018,284,680,11,Kolkata,Dont ever dream of buying this item
1457,10/8/2018,246,844,72,Hyderabad,Awful Items
1458,4/23/2019,948,763,42,New Delhi,Wonderful Product
1459,8/27/2019,170,65,54,Trivandrum,Appreciated
1460,10/10/2018,841,753,13,Chennai,Awful Items
1461,12/29/2018,95,710,44,Kolkata,Dont ever dream of buying this item
1462,1/2/2019,439,990,94,Hyderabad,Wonderful Product
1463,2/6/2019,167,152,82,Mysore,Appreciated
1464,5/12/2019,153,45,95,Hyderabad,Dont ever dream of buying this item
1465,6/20/2019,484,62,31,Bangalore,Appreciated
1466,5/1/2019,689,93,87,Trivandrum,Wonderful Product
1467,1/14/2019,282,740,12,Mysore,Awful Items
1468,3/11/2019,619,918,75,Mumbai,Strongly Recommend to Everyone to Buy this Product
1469,1/6/2019,704,379,69,New Delhi,Dont ever dream of buying this item
1470,4/24/2019,326,311,17,Mysore,Pathetic Items Received
1471,6/19/2019,154,204,37,New Delhi,Dont ever dream of buying this item
1472,4/10/2019,647,562,97,Kolkata,Awful Items
1473,11/27/2018,811,679,49,Trivandrum,Dont ever dream of buying this item
1474,8/31/2019,971,165,80,Trivandrum,Dont ever dream of buying this item
1475,4/14/2019,440,534,81,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1476,6/10/2019,214,349,75,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1477,3/11/2019,17,906,67,Bangalore,Dont ever dream of buying this item
1478,10/3/2018,658,51,100,Kolkata,Awful Items
1479,10/12/2018,153,125,59,New Delhi,Awful Items
1480,10/28/2018,937,201,81,Mumbai,Strongly Recommend to Everyone to Buy this Product
1481,8/31/2019,954,846,13,Trivandrum,Wonderful Product
1482,8/21/2019,504,130,72,Mumbai,Dont ever dream of buying this item
1483,6/13/2019,654,413,44,Hyderabad,Pathetic Items Received
1484,7/30/2019,3,573,96,Mysore,Wonderful Product
1485,2/13/2019,998,503,18,Chennai,Strongly Recommend to Everyone to Buy this Product
1486,11/15/2018,697,627,33,Mumbai,Dont ever dream of buying this item
1487,5/7/2019,248,196,57,Bangalore,Strongly Recommend to Everyone to Buy this Product
1488,10/1/2018,535,811,54,New Delhi,Appreciated
1489,12/25/2018,57,429,53,Mumbai,Pathetic Items Received
1490,4/5/2019,330,977,35,Kolkata,Dont ever dream of buying this item
1491,10/8/2018,676,531,20,New Delhi,Appreciated
1492,8/20/2019,794,88,97,Kolkata,Wonderful Product
1493,10/7/2018,499,757,81,Hyderabad,Dont ever dream of buying this item
1494,9/27/2018,719,678,96,Chennai,Appreciated
1495,2/22/2019,706,782,59,Mysore,Strongly Recommend to Everyone to Buy this Product
1496,11/26/2018,871,632,51,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1497,5/12/2019,574,466,48,Bangalore,Wonderful Product
1498,7/31/2019,573,368,94,Mumbai,Dont ever dream of buying this item
1499,1/22/2019,946,651,85,Mysore,Pathetic Items Received
1500,10/31/2018,546,785,58,Chennai,Appreciated
1501,9/14/2018,369,81,10,Hyderabad,Awful Items
1502,6/4/2019,660,870,84,New Delhi,Appreciated
1503,4/12/2019,811,304,74,Hyderabad,Awful Items
1504,5/27/2019,391,668,10,Chennai,Dont ever dream of buying this item
1505,7/5/2019,26,514,32,Chennai,Wonderful Product
1506,1/10/2019,146,249,93,Trivandrum,Dont ever dream of buying this item
1507,8/25/2019,39,771,57,Mumbai,Dont ever dream of buying this item
1508,5/26/2019,918,462,42,Trivandrum,Dont ever dream of buying this item
1509,10/31/2018,675,989,75,New Delhi,Pathetic Items Received
1510,5/15/2019,621,796,64,Mumbai,Pathetic Items Received
1511,12/15/2018,792,147,97,Hyderabad,Dont ever dream of buying this item
1512,12/12/2018,267,891,83,Chennai,Appreciated
1513,9/7/2019,945,992,32,Mysore,Wonderful Product
1514,7/2/2019,300,952,25,New Delhi,Awful Items
1515,10/28/2018,409,264,35,Bangalore,Wonderful Product
1516,3/6/2019,466,488,42,Kolkata,Appreciated
1517,2/3/2019,429,443,49,Hyderabad,Appreciated
1518,4/17/2019,352,163,36,Chennai,Awful Items
1519,6/26/2019,407,112,79,Hyderabad,Awful Items
1520,9/14/2018,467,610,82,New Delhi,Pathetic Items Received
1521,7/9/2019,470,409,35,Kolkata,Awful Items
1522,4/18/2019,769,5,34,Trivandrum,Wonderful Product
1523,8/16/2019,915,602,74,Mumbai,Strongly Recommend to Everyone to Buy this Product
1524,2/16/2019,912,419,26,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1525,6/6/2019,861,356,75,Chennai,Strongly Recommend to Everyone to Buy this Product
1526,12/21/2018,381,940,17,Trivandrum,Wonderful Product
1527,9/6/2019,622,515,67,Chennai,Appreciated
1528,11/11/2018,219,43,85,Bangalore,Pathetic Items Received
1529,6/22/2019,693,709,11,Kolkata,Appreciated
1530,4/6/2019,332,637,94,Mysore,Wonderful Product
1531,4/8/2019,473,369,70,Bangalore,Appreciated
1532,7/17/2019,753,784,44,Bangalore,Appreciated
1533,7/20/2019,837,543,45,Kolkata,Pathetic Items Received
1534,6/19/2019,629,285,37,Kolkata,Dont ever dream of buying this item
1535,6/27/2019,841,755,64,Bangalore,Appreciated
1536,3/11/2019,926,42,70,Kolkata,Pathetic Items Received
1537,9/7/2019,307,982,44,Hyderabad,Pathetic Items Received
1538,5/23/2019,287,296,90,Kolkata,Wonderful Product
1539,10/15/2018,319,35,41,Bangalore,Pathetic Items Received
1540,11/12/2018,893,360,76,Bangalore,Pathetic Items Received
1541,11/21/2018,992,447,60,Mysore,Appreciated
1542,10/21/2018,254,47,81,Mumbai,Strongly Recommend to Everyone to Buy this Product
1543,3/4/2019,209,855,50,New Delhi,Dont ever dream of buying this item
1544,2/19/2019,242,243,83,Chennai,Appreciated
1545,1/2/2019,311,68,21,Bangalore,Pathetic Items Received
1546,11/12/2018,898,311,16,Mysore,Dont ever dream of buying this item
1547,8/4/2019,693,69,19,Bangalore,Pathetic Items Received
1548,10/25/2018,581,918,30,Bangalore,Appreciated
1549,3/28/2019,460,79,23,Bangalore,Wonderful Product
1550,9/25/2018,312,905,76,New Delhi,Appreciated
1551,4/24/2019,468,569,25,Kolkata,Wonderful Product
1552,1/13/2019,297,242,43,Trivandrum,Appreciated
1553,5/8/2019,569,632,40,Hyderabad,Appreciated
1554,11/19/2018,431,214,83,New Delhi,Pathetic Items Received
1555,2/20/2019,950,539,62,Mumbai,Pathetic Items Received
1556,6/26/2019,308,131,76,Hyderabad,Dont ever dream of buying this item
1557,7/26/2019,493,147,86,Mysore,Appreciated
1558,3/30/2019,750,398,62,Hyderabad,Awful Items
1559,6/3/2019,750,772,52,New Delhi,Appreciated
1560,1/5/2019,865,150,15,New Delhi,Pathetic Items Received
1561,6/12/2019,617,402,77,Hyderabad,Dont ever dream of buying this item
1562,12/6/2018,604,89,33,Mumbai,Appreciated
1563,5/23/2019,787,138,16,Kolkata,Strongly Recommend to Everyone to Buy this Product
1564,10/6/2018,400,742,32,Hyderabad,Wonderful Product
1565,1/3/2019,649,985,65,Chennai,Dont ever dream of buying this item
1566,7/6/2019,775,416,48,Bangalore,Dont ever dream of buying this item
1567,4/13/2019,569,961,94,Chennai,Appreciated
1568,2/21/2019,196,360,13,Kolkata,Pathetic Items Received
1569,11/30/2018,910,849,37,Chennai,Awful Items
1570,5/13/2019,63,276,61,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1571,10/30/2018,851,702,13,Chennai,Wonderful Product
1572,9/5/2019,753,726,65,Kolkata,Awful Items
1573,7/26/2019,495,425,10,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1574,6/9/2019,405,752,72,Mumbai,Appreciated
1575,2/14/2019,509,355,84,Trivandrum,Pathetic Items Received
1576,9/9/2018,901,389,78,Mumbai,Awful Items
1577,10/5/2018,848,821,80,Mysore,Appreciated
1578,4/10/2019,534,403,74,Chennai,Appreciated
1579,3/2/2019,994,843,84,Mumbai,Pathetic Items Received
1580,12/10/2018,511,611,58,Kolkata,Strongly Recommend to Everyone to Buy this Product
1581,6/9/2019,561,618,96,Chennai,Wonderful Product
1582,9/26/2018,741,598,70,New Delhi,Strongly Recommend to Everyone to Buy this Product
1583,4/19/2019,54,314,59,Mysore,Dont ever dream of buying this item
1584,11/5/2018,626,127,22,Trivandrum,Appreciated
1585,2/5/2019,458,653,82,Trivandrum,Dont ever dream of buying this item
1586,6/20/2019,648,734,18,Kolkata,Strongly Recommend to Everyone to Buy this Product
1587,11/9/2018,412,912,99,Chennai,Awful Items
1588,7/19/2019,832,936,97,Mysore,Dont ever dream of buying this item
1589,9/27/2018,753,190,68,Chennai,Wonderful Product
1590,3/11/2019,984,303,32,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1591,10/18/2018,115,993,99,Trivandrum,Wonderful Product
1592,5/25/2019,937,586,15,New Delhi,Pathetic Items Received
1593,11/12/2018,782,54,70,Hyderabad,Wonderful Product
1594,9/30/2018,919,201,18,Trivandrum,Wonderful Product
1595,10/13/2018,426,443,30,Trivandrum,Wonderful Product
1596,4/15/2019,187,124,19,Hyderabad,Appreciated
1597,6/6/2019,689,960,46,New Delhi,Dont ever dream of buying this item
1598,1/3/2019,145,668,95,Chennai,Strongly Recommend to Everyone to Buy this Product
1599,12/2/2018,739,545,73,Chennai,Dont ever dream of buying this item
1600,3/14/2019,85,672,59,New Delhi,Wonderful Product
1601,3/30/2019,72,470,61,Mumbai,Wonderful Product
1602,8/16/2019,846,218,17,New Delhi,Wonderful Product
1603,7/5/2019,517,184,53,Chennai,Dont ever dream of buying this item
1604,6/7/2019,30,431,42,Hyderabad,Awful Items
1605,4/17/2019,159,352,93,Bangalore,Appreciated
1606,1/20/2019,596,241,49,Chennai,Pathetic Items Received
1607,3/29/2019,120,676,65,New Delhi,Wonderful Product
1608,1/23/2019,326,221,81,Mysore,Wonderful Product
1609,8/28/2019,698,662,99,Trivandrum,Wonderful Product
1610,5/14/2019,658,740,58,Mysore,Appreciated
1611,3/27/2019,150,444,20,Chennai,Dont ever dream of buying this item
1612,2/5/2019,298,795,37,New Delhi,Dont ever dream of buying this item
1613,10/28/2018,26,298,15,New Delhi,Appreciated
1614,3/31/2019,658,362,59,Mumbai,Strongly Recommend to Everyone to Buy this Product
1615,5/26/2019,779,804,83,Chennai,Wonderful Product
1616,1/18/2019,92,452,56,Mumbai,Pathetic Items Received
1617,3/6/2019,273,723,11,Hyderabad,Appreciated
1618,9/29/2018,772,797,51,New Delhi,Dont ever dream of buying this item
1619,6/5/2019,241,945,48,Chennai,Awful Items
1620,1/29/2019,75,503,32,Hyderabad,Appreciated
1621,12/17/2018,869,352,57,Kolkata,Appreciated
1622,3/16/2019,860,750,28,Trivandrum,Dont ever dream of buying this item
1623,9/9/2018,942,790,77,Bangalore,Strongly Recommend to Everyone to Buy this Product
1624,10/11/2018,747,768,19,Mysore,Pathetic Items Received
1625,12/19/2018,904,797,57,Bangalore,Awful Items
1626,9/20/2018,499,659,22,Mysore,Strongly Recommend to Everyone to Buy this Product
1627,7/21/2019,410,776,33,Trivandrum,Appreciated
1628,12/10/2018,889,955,40,Trivandrum,Appreciated
1629,2/15/2019,556,32,42,Trivandrum,Pathetic Items Received
1630,11/22/2018,796,593,25,Hyderabad,Appreciated
1631,11/17/2018,586,806,55,Kolkata,Pathetic Items Received
1632,6/29/2019,171,706,26,Trivandrum,Awful Items
1633,12/29/2018,425,865,25,Hyderabad,Awful Items
1634,8/18/2019,963,528,100,Chennai,Awful Items
1635,9/30/2018,894,485,12,Mumbai,Awful Items
1636,5/15/2019,99,964,12,New Delhi,Pathetic Items Received
1637,6/27/2019,494,277,92,Mumbai,Wonderful Product
1638,1/17/2019,65,881,54,Chennai,Awful Items
1639,5/1/2019,462,681,86,Chennai,Strongly Recommend to Everyone to Buy this Product
1640,8/26/2019,846,963,47,Hyderabad,Appreciated
1641,7/18/2019,914,609,50,Chennai,Pathetic Items Received
1642,5/14/2019,953,129,15,Chennai,Pathetic Items Received
1643,7/6/2019,711,325,80,New Delhi,Appreciated
1644,2/10/2019,731,467,32,Mumbai,Strongly Recommend to Everyone to Buy this Product
1645,10/15/2018,618,312,84,Mysore,Pathetic Items Received
1646,12/18/2018,627,560,33,Mumbai,Strongly Recommend to Everyone to Buy this Product
1647,4/15/2019,623,234,88,Bangalore,Wonderful Product
1648,2/28/2019,602,290,65,Kolkata,Pathetic Items Received
1649,3/2/2019,220,490,46,Hyderabad,Dont ever dream of buying this item
1650,11/14/2018,275,148,70,Bangalore,Wonderful Product
1651,11/11/2018,137,881,64,Hyderabad,Dont ever dream of buying this item
1652,10/12/2018,205,327,84,Mumbai,Dont ever dream of buying this item
1653,5/21/2019,341,65,15,Mumbai,Appreciated
1654,6/15/2019,458,530,26,Mysore,Strongly Recommend to Everyone to Buy this Product
1655,5/21/2019,808,670,43,Bangalore,Pathetic Items Received
1656,2/6/2019,994,250,67,Mysore,Appreciated
1657,5/6/2019,517,154,97,Hyderabad,Awful Items
1658,3/28/2019,644,264,17,Bangalore,Dont ever dream of buying this item
1659,12/11/2018,915,124,51,Kolkata,Strongly Recommend to Everyone to Buy this Product
1660,1/29/2019,475,797,57,Mumbai,Pathetic Items Received
1661,7/19/2019,731,232,62,Chennai,Wonderful Product
1662,9/10/2018,429,843,58,Mysore,Dont ever dream of buying this item
1663,5/22/2019,739,14,29,Chennai,Dont ever dream of buying this item
1664,5/20/2019,290,903,89,Kolkata,Awful Items
1665,3/26/2019,529,288,71,Mumbai,Wonderful Product
1666,1/5/2019,968,401,14,New Delhi,Wonderful Product
1667,5/11/2019,75,126,75,Bangalore,Pathetic Items Received
1668,3/10/2019,437,953,62,New Delhi,Strongly Recommend to Everyone to Buy this Product
1669,7/24/2019,681,277,39,Bangalore,Pathetic Items Received
1670,2/10/2019,495,376,93,Mumbai,Wonderful Product
1671,1/21/2019,515,644,37,Chennai,Wonderful Product
1672,12/31/2018,429,720,14,Kolkata,Wonderful Product
1673,1/27/2019,808,531,73,Trivandrum,Pathetic Items Received
1674,10/19/2018,707,155,11,Mysore,Pathetic Items Received
1675,9/30/2018,259,697,41,Kolkata,Wonderful Product
1676,7/11/2019,20,497,64,Kolkata,Awful Items
1677,5/10/2019,959,64,13,Chennai,Awful Items
1678,7/8/2019,278,895,74,New Delhi,Strongly Recommend to Everyone to Buy this Product
1679,11/25/2018,785,164,77,Bangalore,Dont ever dream of buying this item
1680,3/14/2019,733,962,21,Mysore,Strongly Recommend to Everyone to Buy this Product
1681,2/5/2019,159,955,33,Kolkata,Pathetic Items Received
1682,4/27/2019,360,843,77,Mumbai,Strongly Recommend to Everyone to Buy this Product
1683,4/15/2019,970,268,54,Kolkata,Dont ever dream of buying this item
1684,8/19/2019,969,224,33,Bangalore,Pathetic Items Received
1685,2/24/2019,521,253,47,Mumbai,Wonderful Product
1686,7/29/2019,374,181,99,New Delhi,Dont ever dream of buying this item
1687,12/2/2018,36,917,97,Mysore,Wonderful Product
1688,3/3/2019,552,559,100,Hyderabad,Wonderful Product
1689,7/4/2019,757,241,60,Bangalore,Appreciated
1690,7/17/2019,707,94,78,Kolkata,Appreciated
1691,6/1/2019,559,770,42,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1692,10/5/2018,346,940,93,Mysore,Appreciated
1693,8/18/2019,772,695,74,Mumbai,Appreciated
1694,4/30/2019,278,634,82,New Delhi,Pathetic Items Received
1695,3/6/2019,359,632,43,Hyderabad,Awful Items
1696,4/8/2019,815,20,53,Mysore,Strongly Recommend to Everyone to Buy this Product
1697,5/28/2019,648,838,26,Trivandrum,Dont ever dream of buying this item
1698,12/10/2018,309,15,48,Mysore,Wonderful Product
1699,9/11/2018,710,420,65,Bangalore,Appreciated
1700,1/25/2019,268,421,82,Mysore,Dont ever dream of buying this item
1701,9/10/2018,591,198,78,Trivandrum,Wonderful Product
1702,4/24/2019,795,243,37,Kolkata,Awful Items
1703,3/13/2019,809,2,85,Mumbai,Strongly Recommend to Everyone to Buy this Product
1704,6/22/2019,353,608,50,Hyderabad,Wonderful Product
1705,6/26/2019,559,245,94,Bangalore,Wonderful Product
1706,11/2/2018,360,642,88,Mumbai,Awful Items
1707,5/20/2019,930,984,85,Mysore,Dont ever dream of buying this item
1708,9/29/2018,228,602,14,Trivandrum,Awful Items
1709,7/4/2019,982,897,23,New Delhi,Wonderful Product
1710,7/25/2019,589,680,96,Kolkata,Dont ever dream of buying this item
1711,11/18/2018,388,278,77,New Delhi,Dont ever dream of buying this item
1712,10/27/2018,787,851,95,Bangalore,Awful Items
1713,11/16/2018,76,537,100,Mumbai,Awful Items
1714,6/8/2019,397,761,64,Mumbai,Appreciated
1715,9/6/2019,454,117,28,Bangalore,Awful Items
1716,7/1/2019,697,3,62,Mumbai,Appreciated
1717,2/25/2019,701,678,86,Chennai,Wonderful Product
1718,3/1/2019,349,279,53,Kolkata,Dont ever dream of buying this item
1719,1/20/2019,188,629,50,New Delhi,Dont ever dream of buying this item
1720,8/31/2019,690,786,20,Kolkata,Appreciated
1721,1/30/2019,148,6,25,New Delhi,Appreciated
1722,12/30/2018,445,794,55,New Delhi,Wonderful Product
1723,3/18/2019,810,863,22,Chennai,Strongly Recommend to Everyone to Buy this Product
1724,11/25/2018,91,939,76,Hyderabad,Wonderful Product
1725,1/11/2019,220,8,42,Trivandrum,Appreciated
1726,9/2/2019,494,465,59,New Delhi,Pathetic Items Received
1727,5/1/2019,706,112,98,Mumbai,Wonderful Product
1728,11/14/2018,927,728,22,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1729,2/28/2019,308,1,100,Chennai,Awful Items
1730,8/19/2019,143,207,81,Chennai,Dont ever dream of buying this item
1731,5/17/2019,848,954,55,Hyderabad,Dont ever dream of buying this item
1732,3/21/2019,713,160,42,Mumbai,Wonderful Product
1733,1/1/2019,914,884,10,Trivandrum,Pathetic Items Received
1734,8/18/2019,73,659,84,Mumbai,Wonderful Product
1735,6/5/2019,645,167,95,Bangalore,Awful Items
1736,5/12/2019,838,604,53,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1737,10/4/2018,530,332,60,Hyderabad,Wonderful Product
1738,10/8/2018,223,38,100,Chennai,Wonderful Product
1739,8/6/2019,388,182,14,Hyderabad,Awful Items
1740,5/20/2019,528,720,78,Chennai,Dont ever dream of buying this item
1741,6/15/2019,835,976,40,Trivandrum,Appreciated
1742,7/14/2019,805,7,94,Bangalore,Dont ever dream of buying this item
1743,5/1/2019,173,9,65,Hyderabad,Dont ever dream of buying this item
1744,3/16/2019,693,899,69,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1745,10/19/2018,869,494,13,Mumbai,Dont ever dream of buying this item
1746,4/2/2019,214,559,57,Kolkata,Awful Items
1747,3/3/2019,510,760,79,Kolkata,Dont ever dream of buying this item
1748,2/14/2019,626,888,29,New Delhi,Strongly Recommend to Everyone to Buy this Product
1749,9/24/2018,879,86,16,Mumbai,Awful Items
1750,5/28/2019,161,348,59,Bangalore,Strongly Recommend to Everyone to Buy this Product
1751,6/18/2019,438,120,36,Trivandrum,Awful Items
1752,10/1/2018,647,418,80,Chennai,Strongly Recommend to Everyone to Buy this Product
1753,11/7/2018,217,85,89,Mumbai,Wonderful Product
1754,11/10/2018,896,106,61,Trivandrum,Appreciated
1755,9/10/2018,447,700,52,Bangalore,Awful Items
1756,8/11/2019,351,456,46,Hyderabad,Appreciated
1757,1/19/2019,637,979,54,Kolkata,Appreciated
1758,6/28/2019,90,85,99,New Delhi,Pathetic Items Received
1759,8/25/2019,824,436,41,New Delhi,Awful Items
1760,1/6/2019,676,286,41,Hyderabad,Appreciated
1761,1/30/2019,778,944,44,Bangalore,Pathetic Items Received
1762,2/18/2019,441,557,83,New Delhi,Strongly Recommend to Everyone to Buy this Product
1763,12/2/2018,563,453,70,Hyderabad,Awful Items
1764,7/3/2019,177,262,92,New Delhi,Strongly Recommend to Everyone to Buy this Product
1765,6/30/2019,930,982,69,Mysore,Wonderful Product
1766,1/16/2019,786,380,61,Trivandrum,Wonderful Product
1767,12/31/2018,570,835,35,Trivandrum,Wonderful Product
1768,3/14/2019,827,741,76,New Delhi,Appreciated
1769,6/13/2019,61,860,91,Mumbai,Awful Items
1770,7/27/2019,985,111,79,Bangalore,Dont ever dream of buying this item
1771,7/12/2019,727,356,71,New Delhi,Pathetic Items Received
1772,8/19/2019,844,501,68,Mysore,Wonderful Product
1773,11/14/2018,117,241,82,Mysore,Dont ever dream of buying this item
1774,8/11/2019,395,265,43,Mysore,Awful Items
1775,5/13/2019,502,475,70,Mumbai,Strongly Recommend to Everyone to Buy this Product
1776,3/25/2019,358,288,70,Mumbai,Wonderful Product
1777,10/2/2018,139,595,27,New Delhi,Strongly Recommend to Everyone to Buy this Product
1778,9/25/2018,28,486,93,Mysore,Appreciated
1779,9/5/2019,724,296,18,Trivandrum,Wonderful Product
1780,8/5/2019,182,470,92,Hyderabad,Appreciated
1781,9/15/2018,755,321,32,Mysore,Strongly Recommend to Everyone to Buy this Product
1782,9/12/2018,310,458,65,Mumbai,Strongly Recommend to Everyone to Buy this Product
1783,2/24/2019,431,30,56,Hyderabad,Appreciated
1784,5/24/2019,610,178,69,Mumbai,Wonderful Product
1785,2/4/2019,185,169,13,Trivandrum,Wonderful Product
1786,3/11/2019,813,300,38,Mysore,Strongly Recommend to Everyone to Buy this Product
1787,9/5/2019,626,385,82,Kolkata,Appreciated
1788,6/20/2019,600,332,76,Mysore,Appreciated
1789,1/17/2019,591,901,64,Mysore,Awful Items
1790,6/2/2019,434,445,87,Trivandrum,Pathetic Items Received
1791,7/21/2019,41,420,86,Mysore,Pathetic Items Received
1792,6/6/2019,466,915,45,Chennai,Strongly Recommend to Everyone to Buy this Product
1793,6/24/2019,726,988,27,Mysore,Awful Items
1794,1/2/2019,272,57,49,Kolkata,Awful Items
1795,8/16/2019,638,435,17,Mysore,Appreciated
1796,10/15/2018,980,227,52,Bangalore,Strongly Recommend to Everyone to Buy this Product
1797,6/18/2019,135,57,14,Trivandrum,Pathetic Items Received
1798,12/8/2018,772,122,51,Mysore,Dont ever dream of buying this item
1799,4/29/2019,96,894,27,New Delhi,Appreciated
1800,3/30/2019,936,693,38,Mysore,Awful Items
1801,7/25/2019,365,217,19,Bangalore,Appreciated
1802,12/22/2018,6,383,53,Trivandrum,Dont ever dream of buying this item
1803,3/19/2019,218,570,42,Bangalore,Appreciated
1804,6/6/2019,810,944,38,Kolkata,Pathetic Items Received
1805,1/21/2019,155,820,88,Trivandrum,Dont ever dream of buying this item
1806,7/12/2019,683,190,85,New Delhi,Pathetic Items Received
1807,1/5/2019,421,920,64,Bangalore,Pathetic Items Received
1808,9/18/2018,737,173,65,Chennai,Pathetic Items Received
1809,10/7/2018,735,631,65,Chennai,Pathetic Items Received
1810,5/26/2019,951,641,68,Kolkata,Strongly Recommend to Everyone to Buy this Product
1811,11/7/2018,625,279,74,Hyderabad,Wonderful Product
1812,3/28/2019,203,796,87,New Delhi,Strongly Recommend to Everyone to Buy this Product
1813,12/1/2018,517,138,27,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1814,1/8/2019,808,997,100,Chennai,Dont ever dream of buying this item
1815,7/25/2019,595,244,23,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1816,9/12/2018,514,111,89,New Delhi,Dont ever dream of buying this item
1817,4/7/2019,968,597,68,New Delhi,Strongly Recommend to Everyone to Buy this Product
1818,3/26/2019,501,446,54,Bangalore,Awful Items
1819,11/12/2018,366,491,36,Trivandrum,Dont ever dream of buying this item
1820,2/18/2019,438,573,83,Chennai,Appreciated
1821,5/2/2019,59,373,48,Trivandrum,Strongly Recommend to Everyone to Buy this Product
1822,6/28/2019,183,681,83,Hyderabad,Dont ever dream of buying this item
1823,3/6/2019,579,147,97,Mysore,Awful Items
1824,9/12/2018,867,696,54,Kolkata,Strongly Recommend to Everyone to Buy this Product
1825,5/17/2019,254,747,25,New Delhi,Dont ever dream of buying this item
1826,3/20/2019,325,467,94,Bangalore,Appreciated
1827,4/4/2019,717,29,72,Chennai,Appreciated
1828,4/1/2019,314,797,57,Mysore,Wonderful Product
1829,11/14/2018,326,928,55,Chennai,Wonderful Product
1830,1/2/2019,504,677,10,Mumbai,Appreciated
1831,9/29/2018,299,656,25,Mysore,Wonderful Product
1832,11/24/2018,68,469,44,Bangalore,Wonderful Product
1833,1/26/2019,634,2,79,Kolkata,Pathetic Items Received
1834,2/2/2019,683,941,97,Mysore,Dont ever dream of buying this item
1835,8/6/2019,882,714,15,Trivandrum,Dont ever dream of buying this item
1836,4/14/2019,47,214,63,Mumbai,Wonderful Product
1837,10/15/2018,230,877,69,Chennai,Appreciated
1838,1/3/2019,548,942,88,Chennai,Pathetic Items Received
1839,4/19/2019,125,880,12,Chennai,Pathetic Items Received
1840,8/21/2019,280,545,38,Hyderabad,Strongly Recommend to Everyone to Buy this Product
1841,11/1/2018,963,948,97,Chennai,Wonderful Product
1842,1/10/2019,205,855,77,Mysore,Strongly Recommend to Everyone to Buy this Product
1843,11/14/2018,809,247,87,Mysore,Pathetic Items Received
1844,2/28/2019,697,461,34,Hyderabad,Wonderful Product
1845,6/9/2019,805,600,93,Chennai,Pathetic Items Received
1846,3/17/2019,195,228,64,New Delhi,Dont ever dream of buying this item
1847,11/12/2018,847,929,54,Kolkata,Awful Items
1848,8/31/2019,356,343,42,Chennai,Strongly Recommend to Everyone to Buy this Product
1849,12/25/2018,106,649,91,Mumbai,Strongly Recommend to Everyone to Buy this Product
1850,5/24/2019,140,455,73,Chennai,Appreciated
1851,5/27/2019,346,166,94,Kolkata,Appreciated
1852,2/7/2019,640,76,86,Mumbai,Pathetic Items Received
